participant,seed,sort,image,final_img_pos,posX,posY
210,10,Sort1,M07disg_o,[-214.  373.],-214.0,373.0
210,10,Sort1,M07hap_o,[ 72.  75.],72.0,75.0
210,10,Sort1,M07sad_o,[-357.  -74.],-357.0,-74.0
210,10,Sort1,M07exc_o,[ 215.   75.],215.0,75.0
210,10,Sort1,M07ang_o,[-214.  -74.],-214.0,-74.0
210,10,Sort1,M07hap_c,[ 215. -223.],215.0,-223.0
210,10,Sort1,M07ang_c,[-214. -223.],-214.0,-223.0
210,10,Sort1,M07exc_c,[ 72. -74.],72.0,-74.0
210,10,Sort1,M07disg_c,[-214.  224.],-214.0,224.0
210,10,Sort1,M07surp_c,[ 215.  224.],215.0,224.0
210,10,Sort1,M07neut_c,[-357.   75.],-357.0,75.0
210,10,Sort1,M07calm_c,[ 215.  -74.],215.0,-74.0
210,10,Sort1,M07fear_c,[-71. -74.],-71.0,-74.0
210,10,Sort1,M07sad_c,[-357. -223.],-357.0,-223.0
210,10,Sort1,M07surp_o,[  72.  224.],72.0,224.0
210,10,Sort1,M07calm_o,[-71.  75.],-71.0,75.0
210,10,Sort1,M07neut_o,[ -71. -223.],-71.0,-223.0
210,10,Sort1,M07fear_o,[-500.  -74.],-500.0,-74.0
