participant,seed,sort,image,final_img_pos,posX,posY
223,23,Sort1,M07sad_o,[-357. -372.],-357.0,-372.0
223,23,Sort1,M07sad_c,[-214. -372.],-214.0,-372.0
223,23,Sort1,M07neut_o,[ 358. -223.],358.0,-223.0
223,23,Sort1,M07disg_c,[ -71. -372.],-71.0,-372.0
223,23,Sort1,M07exc_c,[ 215.  224.],215.0,224.0
223,23,Sort1,M07ang_o,[ 358. -372.],358.0,-372.0
223,23,Sort1,M07surp_o,[ 501.  224.],501.0,224.0
223,23,Sort1,M07calm_o,[  72.  224.],72.0,224.0
223,23,Sort1,M07hap_o,[ 358.  224.],358.0,224.0
223,23,Sort1,M07fear_o,[ 215. -223.],215.0,-223.0
223,23,Sort1,M07hap_c,[ 501.   75.],501.0,75.0
223,23,Sort1,M07ang_c,[ 215. -372.],215.0,-372.0
223,23,Sort1,M07surp_c,[-357.  224.],-357.0,224.0
223,23,Sort1,M07disg_o,[ 501. -223.],501.0,-223.0
223,23,Sort1,M07neut_c,[-214.  224.],-214.0,224.0
223,23,Sort1,M07exc_o,[ 358.   75.],358.0,75.0
223,23,Sort1,M07fear_c,[-357.   75.],-357.0,75.0
223,23,Sort1,M07calm_c,[ 215.   75.],215.0,75.0
